created_at,id,id_str,full_text,truncated,display_text_range,entities,metadata,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,possibly_sensitive,lang,quoted_status_id,quoted_status_id_str,quoted_status,text,favorited_by,scopes,display_text_width,retweeted_status,quoted_status_permalink,quote_count,timestamp_ms,reply_count,filter_level,query,withheld_scope,withheld_copyright,withheld_in_countries,possibly_sensitive_appealable
2022-11-21T10:30:12Z,1594714803884408800,1594714803884408832,"Adidas Yeezy Boost 350 V2 Mono Ice GW2869
$252.99

https://t.co/6zRz4BfbR4

#YeezyBoost #AdidasShoe #Adidas #Yeezy #Boost350V2 #MonoIce #GW2869 #Sneakers #Sneakerhead #Yeezys #AdidasSneakers #Sneaker #SneakerScouts #sneakerheads",FALSE,228,,,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,0,0,FALSE,FALSE,FALSE,en,NA,NA,,"Adidas Yeezy Boost 350 V2 Mono Ice GW2869
$252.99

https://t.co/6zRz4BfbR4

#YeezyBoost #AdidasShoe #Adidas #Yeezy #Boost350V2 #MonoIce #GW2869 #Sneakers #Sneakerhead #Yeezys #AdidasSneakers #Sneaker #SneakerScouts #sneakerheads",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-21T10:14:04Z,1594710746578886700,1594710746578886656,- [ ] WeChat:Gcing999 #复刻 #留学生 #奢侈品复刻 #顶级复刻 #潮牌复刻 #Balenciaga #Givenchy #Offwhite #Bvlgari #Chromehearts #Burberry #Supreme #Thombrowne #Giuseppezanotti #Amiri #Gucci #SaintLaurentParis #Chanel #Vetements #moschino #Dior #Amiri #Yeezy https://t.co/kDKf03W9Oi,FALSE,234,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,0,0,FALSE,FALSE,TRUE,en,NA,NA,,- [ ] WeChat:Gcing999 #复刻 #留学生 #奢侈品复刻 #顶级复刻 #潮牌复刻 #Balenciaga #Givenchy #Offwhite #Bvlgari #Chromehearts #Burberry #Supreme #Thombrowne #Giuseppezanotti #Amiri #Gucci #SaintLaurentParis #Chanel #Vetements #moschino #Dior #Amiri #Yeezy https://t.co/kDKf03W9Oi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-21T10:13:56Z,1594710712634351600,1594710712634351616,- [ ] WeChat:Gcing999 #复刻 #留学生 #奢侈品复刻 #顶级复刻 #潮牌复刻 #Balenciaga #Givenchy #Offwhite #Bvlgari #Chromehearts #Burberry #Supreme #Thombrowne #Giuseppezanotti #Amiri #Gucci #SaintLaurentParis #Chanel #Vetements #moschino #Dior #Amiri #Yeezy https://t.co/5AK0W7NwPm,FALSE,234,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,0,0,FALSE,FALSE,TRUE,en,NA,NA,,- [ ] WeChat:Gcing999 #复刻 #留学生 #奢侈品复刻 #顶级复刻 #潮牌复刻 #Balenciaga #Givenchy #Offwhite #Bvlgari #Chromehearts #Burberry #Supreme #Thombrowne #Giuseppezanotti #Amiri #Gucci #SaintLaurentParis #Chanel #Vetements #moschino #Dior #Amiri #Yeezy https://t.co/5AK0W7NwPm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-21T10:13:50Z,1594710686826844200,1594710686826844161,- [ ] WeChat:Gcing999 #复刻 #留学生 #奢侈品复刻 #顶级复刻 #潮牌复刻 #Balenciaga #Givenchy #Offwhite #Bvlgari #Chromehearts #Burberry #Supreme #Thombrowne #Giuseppezanotti #Amiri #Gucci #SaintLaurentParis #Chanel #Vetements #moschino #Dior #Amiri #Yeezy https://t.co/Ue2oAW3qFq,FALSE,234,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,0,0,FALSE,FALSE,TRUE,en,NA,NA,,- [ ] WeChat:Gcing999 #复刻 #留学生 #奢侈品复刻 #顶级复刻 #潮牌复刻 #Balenciaga #Givenchy #Offwhite #Bvlgari #Chromehearts #Burberry #Supreme #Thombrowne #Giuseppezanotti #Amiri #Gucci #SaintLaurentParis #Chanel #Vetements #moschino #Dior #Amiri #Yeezy https://t.co/Ue2oAW3qFq,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-21T10:13:43Z,1594710656581673e3,1594710656581672960,- [ ] WeChat:Gcing999 #复刻 #留学生 #奢侈品复刻 #顶级复刻 #潮牌复刻 #Balenciaga #Givenchy #Offwhite #Bvlgari #Chromehearts #Burberry #Supreme #Thombrowne #Giuseppezanotti #Amiri #Gucci #SaintLaurentParis #Chanel #Vetements #moschino #Dior #Amiri #Yeezy https://t.co/iz0es2WSgd,FALSE,234,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,0,0,FALSE,FALSE,TRUE,en,NA,NA,,- [ ] WeChat:Gcing999 #复刻 #留学生 #奢侈品复刻 #顶级复刻 #潮牌复刻 #Balenciaga #Givenchy #Offwhite #Bvlgari #Chromehearts #Burberry #Supreme #Thombrowne #Giuseppezanotti #Amiri #Gucci #SaintLaurentParis #Chanel #Vetements #moschino #Dior #Amiri #Yeezy https://t.co/iz0es2WSgd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-21T10:13:21Z,1594710566165094400,1594710566165094400,- [ ] WeChat:Gcing999 #复刻 #留学生 #奢侈品复刻 #顶级复刻 #潮牌复刻 #Balenciaga #Givenchy #Offwhite #Bvlgari #Chromehearts #Burberry #Supreme #Thombrowne #Giuseppezanotti #Amiri #Gucci #SaintLaurentParis #Chanel #Vetements #moschino #Dior #Amiri #Yeezy https://t.co/r2xetXQjpZ,FALSE,234,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,0,0,FALSE,FALSE,TRUE,en,NA,NA,,- [ ] WeChat:Gcing999 #复刻 #留学生 #奢侈品复刻 #顶级复刻 #潮牌复刻 #Balenciaga #Givenchy #Offwhite #Bvlgari #Chromehearts #Burberry #Supreme #Thombrowne #Giuseppezanotti #Amiri #Gucci #SaintLaurentParis #Chanel #Vetements #moschino #Dior #Amiri #Yeezy https://t.co/r2xetXQjpZ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-21T09:08:44Z,1594694303879774200,1594694303879774210,"@kanyewest telling that he is about to sell clothes from #Yeezy, #Balenciaga, YZY GAP.. for $20 each so everyone can afford quality clothes.",FALSE,140,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,169686021,169686021,kanyewest,,,,NA,FALSE,0,0,FALSE,FALSE,NA,en,NA,NA,,"@kanyewest telling that he is about to sell clothes from #Yeezy, #Balenciaga, YZY GAP.. for $20 each so everyone can afford quality clothes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-21T09:01:08Z,1594692389318164500,1594692389318164482,"Shop Kanye West Merch at https://t.co/ULYuq6urnU with FAST &amp; INSURED Worldwide Shipping
#yeezy #kanye #kanyewest #kidcudi https://t.co/ZaGletSw9V",FALSE,125,,,"<a href=""http://www.oneupapp.io"" rel=""nofollow"">OneUp App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,0,0,FALSE,FALSE,FALSE,en,NA,NA,,"Shop Kanye West Merch at https://t.co/ULYuq6urnU with FAST &amp; INSURED Worldwide Shipping
#yeezy #kanye #kanyewest #kidcudi https://t.co/ZaGletSw9V",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-21T08:40:47Z,1594687269927096300,1594687269927096322,"Ye for the people 

Mm-mm-mm, mm-mm, I was up for sale

Mm-mm-mm, mm-mm, everybody so judgmental

Hard to find what the truth is, but the truth was that the truth suck

#KanyeWest 
#ye 
#yeezy",FALSE,192,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,0,0,FALSE,FALSE,NA,en,NA,NA,,"Ye for the people 

Mm-mm-mm, mm-mm, I was up for sale

Mm-mm-mm, mm-mm, everybody so judgmental

Hard to find what the truth is, but the truth was that the truth suck

#KanyeWest 
#ye 
#yeezy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-21T08:31:30Z,1594684931795746800,1594684931795746816,"Yeezy is back on Twitter🙄
... Trump too !
.
.
.
.
.
.
.
#KanyeWest #yeezy #Kanye2024 #trumpisback #Trump https://t.co/wOOkyRkRXZ",FALSE,104,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,0,1,FALSE,FALSE,FALSE,en,NA,NA,,"Yeezy is back on Twitter🙄
... Trump too !
.
.
.
.
.
.
.
#KanyeWest #yeezy #Kanye2024 #trumpisback #Trump https://t.co/wOOkyRkRXZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-21T08:01:01Z,1594677259872485400,1594677259872485376,Ad: Click here: https://t.co/Dio82x21lw for all of your #proxie needs! Super fast speed and delivery! #sneakerhead #proxies #yeezy #nike #adidas #sales,FALSE,151,,,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,0,0,FALSE,FALSE,FALSE,en,NA,NA,,Ad: Click here: https://t.co/Dio82x21lw for all of your #proxie needs! Super fast speed and delivery! #sneakerhead #proxies #yeezy #nike #adidas #sales,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-21T07:38:22Z,1594671562476634e3,1594671562476634112,Ye's girlfriend @juliananalu in #Yeezy 2024 Fits. Behind is some of the upcoming Donda/Yeezy designs https://t.co/HVAEzX2L6o,FALSE,100,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,2,15,FALSE,FALSE,FALSE,en,NA,NA,,Ye's girlfriend @juliananalu in #Yeezy 2024 Fits. Behind is some of the upcoming Donda/Yeezy designs https://t.co/HVAEzX2L6o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-21T07:19:19Z,1594666768043110400,1594666768043110400,"Free Sneakers Giveaway!!! Nike Air Jordan 1 !!!
Enter NOW!▶ https://t.co/SwTohpI5cd 👈 Or Click Link In Bio #nike shoes #sneakerhead #offwhite #sneakers kanye #yeezy #kicks #nikeairmax yeezy sneakers #snkrs #beautiful nike lebron  #picoftheday #addidas #fashion #love https://t.co/ZU5URIg3MC",FALSE,266,,,"<a href=""https://greatlysocial.com"" rel=""nofollow"">Greatly Social Twitter</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,0,0,FALSE,FALSE,FALSE,en,NA,NA,,"Free Sneakers Giveaway!!! Nike Air Jordan 1 !!!
Enter NOW!▶ https://t.co/SwTohpI5cd 👈 Or Click Link In Bio #nike shoes #sneakerhead #offwhite #sneakers kanye #yeezy #kicks #nikeairmax yeezy sneakers #snkrs #beautiful nike lebron  #picoftheday #addidas #fashion #love https://t.co/ZU5URIg3MC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-21T06:49:18Z,1594659211882811400,1594659211882811392,"Free Sneakers Giveaway!!! Nike Air Jordan 1 !!!
Enter NOW!▶ https://t.co/SwTohpI5cd 👈 Or Click Link In Bio #nike shoes #sneakerhead #offwhite #sneakers kanye #yeezy #kicks #nikeairmax yeezy sneakers #snkrs #beautiful nike lebron  #picoftheday #addidas #fashion #love https://t.co/TPE1LYbH6r",FALSE,266,,,"<a href=""https://greatlysocial.com"" rel=""nofollow"">Greatly Social Twitter</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,0,0,FALSE,FALSE,FALSE,en,NA,NA,,"Free Sneakers Giveaway!!! Nike Air Jordan 1 !!!
Enter NOW!▶ https://t.co/SwTohpI5cd 👈 Or Click Link In Bio #nike shoes #sneakerhead #offwhite #sneakers kanye #yeezy #kicks #nikeairmax yeezy sneakers #snkrs #beautiful nike lebron  #picoftheday #addidas #fashion #love https://t.co/TPE1LYbH6r",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-21T06:19:12Z,1594651640149135400,1594651640149135360,"Free Sneakers Giveaway!!! Nike Air Jordan 1 !!!
Enter NOW!▶ https://t.co/SwTohpI5cd 👈 Or Click Link In Bio #nike shoes #sneakerhead #offwhite #sneakers kanye #yeezy #kicks #nikeairmax yeezy sneakers #snkrs #beautiful nike lebron  #picoftheday #addidas #fashion #love https://t.co/kLL8poFakm",FALSE,266,,,"<a href=""https://greatlysocial.com"" rel=""nofollow"">Greatly Social Twitter</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,0,0,FALSE,FALSE,FALSE,en,NA,NA,,"Free Sneakers Giveaway!!! Nike Air Jordan 1 !!!
Enter NOW!▶ https://t.co/SwTohpI5cd 👈 Or Click Link In Bio #nike shoes #sneakerhead #offwhite #sneakers kanye #yeezy #kicks #nikeairmax yeezy sneakers #snkrs #beautiful nike lebron  #picoftheday #addidas #fashion #love https://t.co/kLL8poFakm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-21T06:06:42Z,1594648492190105600,1594648492190105600,YEEZY SLIDE ONYX UK9 | £80 | Fast Shipping✅ #AMAs #QatarWorldCup2022 #乐鱼体育 #yeezy #twdspoilers #KanyeWest https://t.co/BqIGSkDO4Q,FALSE,129,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,1,1,FALSE,FALSE,FALSE,en,NA,NA,,YEEZY SLIDE ONYX UK9 | £80 | Fast Shipping✅ #AMAs #QatarWorldCup2022 #乐鱼体育 #yeezy #twdspoilers #KanyeWest https://t.co/BqIGSkDO4Q,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-21T06:04:34Z,1594647954287038500,1594647954287038464,"Free Sneakers Giveaway!!! Nike Air Jordan 1 !!!
Enter NOW!▶ https://t.co/SwTohpI5cd 👈 Or Click Link In Bio #nike shoes #sneakerhead #offwhite #sneakers kanye #yeezy #kicks #nikeairmax yeezy sneakers #snkrs #beautiful nike lebron  #picoftheday #addidas #fashion #love https://t.co/NL7XF40Jmj",FALSE,266,,,"<a href=""https://greatlysocial.com"" rel=""nofollow"">Greatly Social Twitter</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,0,0,FALSE,FALSE,FALSE,en,NA,NA,,"Free Sneakers Giveaway!!! Nike Air Jordan 1 !!!
Enter NOW!▶ https://t.co/SwTohpI5cd 👈 Or Click Link In Bio #nike shoes #sneakerhead #offwhite #sneakers kanye #yeezy #kicks #nikeairmax yeezy sneakers #snkrs #beautiful nike lebron  #picoftheday #addidas #fashion #love https://t.co/NL7XF40Jmj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-21T05:34:27Z,1594640378417672200,1594640378417672193,"Free Sneakers Giveaway!!! Nike Air Jordan 1 !!!
Enter NOW!▶ https://t.co/SwTohpI5cd 👈 Or Click Link In Bio #nike shoes #sneakerhead #offwhite #sneakers kanye #yeezy #kicks #nikeairmax yeezy sneakers #snkrs #beautiful nike lebron  #picoftheday #addidas #fashion #love https://t.co/Zvd5dK5Qyp",FALSE,266,,,"<a href=""https://greatlysocial.com"" rel=""nofollow"">Greatly Social Twitter</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,0,0,FALSE,FALSE,FALSE,en,NA,NA,,"Free Sneakers Giveaway!!! Nike Air Jordan 1 !!!
Enter NOW!▶ https://t.co/SwTohpI5cd 👈 Or Click Link In Bio #nike shoes #sneakerhead #offwhite #sneakers kanye #yeezy #kicks #nikeairmax yeezy sneakers #snkrs #beautiful nike lebron  #picoftheday #addidas #fashion #love https://t.co/Zvd5dK5Qyp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-21T05:30:55Z,1594639487367536600,1594639487367536640,So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @jackiemiller_01 #poshmark #fashion #style #shopmycloset #yeezy #emileneandme #louisvuitton: https://t.co/03q1vivjCx https://t.co/3gCWdnY43A,FALSE,196,,,"<a href=""http://poshmark.com/"" rel=""nofollow"">Poshmark</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,0,0,FALSE,FALSE,FALSE,en,NA,NA,,So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @jackiemiller_01 #poshmark #fashion #style #shopmycloset #yeezy #emileneandme #louisvuitton: https://t.co/03q1vivjCx https://t.co/3gCWdnY43A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-21T05:19:17Z,1594636559415812e3,1594636559415812096,"Free Sneakers Giveaway!!! Nike Air Jordan 1 !!!
Enter NOW!▶ https://t.co/SwTohpI5cd 👈 Or Click Link In Bio #nike shoes #sneakerhead #offwhite #sneakers kanye #yeezy #kicks #nikeairmax yeezy sneakers #snkrs #beautiful nike lebron  #picoftheday #addidas #fashion #love https://t.co/vlpfMiJUBk",FALSE,266,,,"<a href=""https://greatlysocial.com"" rel=""nofollow"">Greatly Social Twitter</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,0,0,FALSE,FALSE,FALSE,en,NA,NA,,"Free Sneakers Giveaway!!! Nike Air Jordan 1 !!!
Enter NOW!▶ https://t.co/SwTohpI5cd 👈 Or Click Link In Bio #nike shoes #sneakerhead #offwhite #sneakers kanye #yeezy #kicks #nikeairmax yeezy sneakers #snkrs #beautiful nike lebron  #picoftheday #addidas #fashion #love https://t.co/vlpfMiJUBk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
